"","WJ","CITIC","GY","EB","SH","BJ","ID.XY.","CS","NJ","HZ","JS","WX","Merchants","MS","HX","PD","BOC","HS","CRCB","BANKCOMM","JY","NB","PSBC","ICBC","ABC","CCB","PA"
"2013/4/18",0,34124.52286,0,24668.00842,0,11984.83986,35689.81741,0,4085.182774,0,0,0,37877.28084,34016.00637,15080.69646,34637.78259,132551.4049,0,4876.926991,57113.43301,0,4422.292894,0,186951.4517,142260.7902,148451.4534,18257.84464
"2013/4/19",0,34129.96568,0,24668.9789,0,11985.72164,35691.66103,0,4085.516712,0,0,0,37882.36993,34017.89356,15080.49253,34638.81897,132551.6416,0,4876.990105,57114.82384,0,4422.675274,0,186957.7201,142260.0173,148454.5797,18258.11432
"2013/4/22",0,34135.40851,0,24669.94938,0,11986.60342,35693.50464,0,4085.850651,0,0,0,37887.45902,34019.78075,15080.28861,34639.85536,132551.8784,0,4877.053218,57116.21466,0,4423.057654,0,186963.9885,142259.2444,148457.7061,18258.38399
"2013/4/23",0,34140.85134,0,24670.91986,0,11987.48521,35695.34825,0,4086.184589,0,0,0,37892.54812,34021.66795,15080.08469,34640.89175,132552.1152,0,4877.116332,57117.60548,0,4423.440034,0,186970.2569,142258.4715,148460.8325,18258.65366
"2013/4/24",0,34146.29416,0,24671.89034,0,11988.36699,35697.19187,0,4086.518527,0,0,0,37897.63721,34023.55514,15079.88077,34641.92813,132552.352,0,4877.179445,57118.9963,0,4423.822414,0,186976.5253,142257.6986,148463.9588,18258.92334
"2013/4/25",0,34151.73699,0,24672.86082,0,11989.24877,35699.03548,0,4086.852466,0,0,0,37902.7263,34025.44233,15079.67685,34642.96452,132552.5888,0,4877.242559,57120.38712,0,4424.204795,0,186982.7937,142256.9258,148467.0852,18259.19301
"2013/4/26",0,34157.17981,0,24673.8313,0,11990.13055,35700.87909,0,4087.186404,0,0,0,37907.81539,34027.32952,15079.47293,34644.00091,132552.8255,0,4877.305672,57121.77795,0,4424.587175,0,186989.0621,142256.1529,148470.2116,18259.46269
"2013/5/2",0,34162.62264,0,24674.80178,0,11991.01233,35702.72271,0,4087.520342,0,0,0,37912.90449,34029.21671,15079.26901,34645.03729,132553.0623,0,4877.368786,57123.16877,0,4424.969555,0,186995.3305,142255.38,148473.3379,18259.73236
"2013/5/3",0,34168.06546,0,24675.77226,0,11991.89411,35704.56632,0,4087.854281,0,0,0,37917.99358,34031.1039,15079.06509,34646.07368,132553.2991,0,4877.431899,57124.55959,0,4425.351935,0,187001.5989,142254.6071,148476.4643,18260.00204
"2013/5/6",0,34173.50829,0,24676.74274,0,11992.77589,35706.40993,0,4088.188219,0,0,0,37923.08267,34032.9911,15078.86116,34647.11007,132553.5359,0,4877.495013,57125.95041,0,4425.734315,0,187007.8673,142253.8342,148479.5907,18260.27171
"2013/5/7",0,34178.95111,0,24677.71322,0,11993.65767,35708.25354,0,4088.522158,0,0,0,37928.17176,34034.87829,15078.65724,34648.14646,132553.7727,0,4877.558127,57127.34123,0,4426.116695,0,187014.1357,142253.0613,148482.7171,18260.54139
"2013/5/8",0,34184.39394,0,24678.6837,0,11994.53945,35710.09716,0,4088.856096,0,0,0,37933.26086,34036.76548,15078.45332,34649.18284,132554.0095,0,4877.62124,57128.73205,0,4426.499075,0,187020.4041,142252.2884,148485.8434,18260.81106
"2013/5/9",0,34189.83676,0,24679.65418,0,11995.42123,35711.94077,0,4089.190034,0,0,0,37938.34995,34038.65267,15078.2494,34650.21923,132554.2462,0,4877.684354,57130.12288,0,4426.881455,0,187026.6726,142251.5155,148488.9698,18261.08074
"2013/5/10",0,34195.27959,0,24680.62466,0,11996.30301,35713.78438,0,4089.523973,0,0,0,37943.43904,34040.53986,15078.04548,34651.25562,132554.483,0,4877.747467,57131.5137,0,4427.263836,0,187032.941,142250.7426,148492.0962,18261.35041
"2013/5/13",0,34200.72241,0,24681.59514,0,11997.18479,35715.628,0,4089.857911,0,0,0,37948.52813,34042.42705,15077.84156,34652.292,132554.7198,0,4877.810581,57132.90452,0,4427.646216,0,187039.2094,142249.9697,148495.2225,18261.62009
"2013/5/14",0,34206.16524,0,24682.56562,0,11998.06658,35717.47161,0,4090.191849,0,0,0,37953.61723,34044.31425,15077.63764,34653.32839,132554.9566,0,4877.873694,57134.29534,0,4428.028596,0,187045.4778,142249.1968,148498.3489,18261.88976
"2013/5/15",0,34211.60807,0,24683.5361,0,11998.94836,35719.31522,0,4090.525788,0,0,0,37958.70632,34046.20144,15077.43372,34654.36478,132555.1934,0,4877.936808,57135.68616,0,4428.410976,0,187051.7462,142248.4239,148501.4753,18262.15943
"2013/5/16",0,34217.05089,0,24684.50658,0,11999.83014,35721.15884,0,4090.859726,0,0,0,37963.79541,34048.08863,15077.22979,34655.40116,132555.4301,0,4877.999921,57137.07699,0,4428.793356,0,187058.0146,142247.651,148504.6016,18262.42911
"2013/5/20",0,34222.49372,0,24685.47705,0,12000.71192,35723.00245,0,4091.193664,0,0,0,37968.8845,34049.97582,15077.02587,34656.43755,132555.6669,0,4878.063035,57138.46781,0,4429.175736,0,187064.283,142246.8781,148507.728,18262.69878
"2013/5/21",0,34227.93654,0,24686.44753,0,12001.5937,35724.84606,0,4091.527603,0,0,0,37973.9736,34051.86301,15076.82195,34657.47394,132555.9037,0,4878.126148,57139.85863,0,4429.558116,0,187070.5514,142246.1052,148510.8544,18262.96846
"2013/5/22",0,34233.37937,0,24687.41801,0,12002.47548,35726.68967,0,4091.861541,0,0,0,37979.06269,34053.75021,15076.61803,34658.51033,132556.1405,0,4878.189262,57141.24945,0,4429.940497,0,187076.8198,142245.3323,148513.9808,18263.23813
"2013/5/23",0,34238.82219,0,24688.38849,0,12003.35726,35728.53329,0,4092.195479,0,0,0,37984.15178,34055.6374,15076.41411,34659.54671,132556.3773,0,4878.252375,57142.64027,0,4430.322877,0,187083.0882,142244.5595,148517.1071,18263.50781
"2013/5/24",0,34244.26502,0,24689.35897,0,12004.23904,35730.3769,0,4092.529418,0,0,0,37989.24087,34057.52459,15076.21019,34660.5831,132556.614,0,4878.315489,57144.0311,0,4430.705257,0,187089.3566,142243.7866,148520.2335,18263.77748
"2013/5/27",0,34249.70784,0,24690.32945,0,12005.12082,35732.22051,0,4092.863356,0,0,0,37994.32997,34059.41178,15076.00627,34661.61949,132556.8508,0,4878.378602,57145.42192,0,4431.087637,0,187095.625,142243.0137,148523.3599,18264.04716
"2013/5/28",0,34255.15067,0,24691.29993,0,12006.0026,35734.06413,0,4093.197295,0,0,0,37999.41906,34061.29897,15075.80235,34662.65587,132557.0876,0,4878.441716,57146.81274,0,4431.470017,0,187101.8934,142242.2408,148526.4862,18264.31683
"2013/5/29",0,34260.59349,0,24692.27041,0,12006.88438,35735.90774,0,4093.531233,0,0,0,38004.50815,34063.18616,15075.59842,34663.69226,132557.3244,0,4878.504829,57148.20356,0,4431.852397,0,187108.1618,142241.4679,148529.6126,18264.58651
"2013/5/30",0,34266.03632,0,24693.24089,0,12007.76616,35737.75135,0,4093.865171,0,0,0,38009.59724,34065.07336,15075.3945,34664.72865,132557.5612,0,4878.567943,57149.59438,0,4432.234777,0,187114.4303,142240.695,148532.739,18264.85618
"2013/5/31",0,34271.47914,0,24694.21137,0,12008.64795,35739.59497,0,4094.19911,0,0,0,38014.68634,34066.96055,15075.19058,34665.76503,132557.7979,0,4878.631057,57150.98521,0,4432.617158,0,187120.6987,142239.9221,148535.8653,18265.12586
"2013/6/3",0,34276.92197,0,24695.18185,0,12009.52973,35741.43858,0,4094.533048,0,0,0,38019.77543,34068.84774,15074.98666,34666.80142,132558.0347,0,4878.69417,57152.37603,0,4432.999538,0,187126.9671,142239.1492,148538.9917,18265.39553
"2013/6/4",0,34282.36479,0,24696.15233,0,12010.41151,35743.28219,0,4094.866986,0,0,0,38024.86452,34070.73493,15074.78274,34667.83781,132558.2715,0,4878.757284,57153.76685,0,4433.381918,0,187133.2355,142238.3763,148542.1181,18265.66521
"2013/6/5",0,34287.80762,0,24697.12281,0,12011.29329,35745.1258,0,4095.200925,0,0,0,38029.95361,34072.62212,15074.57882,34668.8742,132558.5083,0,4878.820397,57155.15767,0,4433.764298,0,187139.5039,142237.6034,148545.2445,18265.93488
"2013/6/6",0,34293.25045,0,24698.09329,0,12012.17507,35746.96942,0,4095.534863,0,0,0,38035.04271,34074.50932,15074.3749,34669.91058,132558.7451,0,4878.883511,57156.54849,0,4434.146678,0,187145.7723,142236.8305,148548.3708,18266.20455
"2013/6/7",0,34298.69327,0,24699.06377,0,12013.05685,35748.81303,0,4095.868801,0,0,0,38040.1318,34076.39651,15074.17098,34670.94697,132558.9818,0,4878.946624,57157.93932,0,4434.529058,0,187152.0407,142236.0576,148551.4972,18266.47423
"2013/6/13",0,34304.1361,0,24700.03425,0,12013.93863,35750.65664,0,4096.20274,0,0,0,38045.22089,34078.2837,15073.96705,34671.98336,132559.2186,0,4879.009738,57159.33014,0,4434.911438,0,187158.3091,142235.2847,148554.6236,18266.7439
"2013/6/14",0,34309.57892,0,24701.00473,0,12014.82041,35752.50026,0,4096.536678,0,0,0,38050.30998,34080.17089,15073.76313,34673.01974,132559.4554,0,4879.072851,57160.72096,0,4435.293818,0,187164.5775,142234.5118,148557.7499,18267.01358
"2013/6/17",0,34315.02175,0,24701.97521,0,12015.70219,35754.34387,0,4096.870616,0,0,0,38055.39908,34082.05808,15073.55921,34674.05613,132559.6922,0,4879.135965,57162.11178,0,4435.676199,0,187170.8459,142233.7389,148560.8763,18267.28325
"2013/6/18",0,34320.46457,0,24702.94568,0,12016.58397,35756.18748,0,4097.204555,0,0,0,38060.48817,34083.94527,15073.35529,34675.09252,132559.929,0,4879.199078,57163.5026,0,4436.058579,0,187177.1143,142232.966,148564.0027,18267.55293
"2013/6/19",0,34325.9074,0,24703.91616,0,12017.46575,35758.0311,0,4097.538493,0,0,0,38065.57726,34085.83247,15073.15137,34676.1289,132560.1658,0,4879.262192,57164.89342,0,4436.440959,0,187183.3827,142232.1932,148567.129,18267.8226
"2013/6/20",0,34331.35022,0,24704.88664,0,12018.34753,35759.87471,0,4097.872432,0,0,0,38070.66635,34087.71966,15072.94745,34677.16529,132560.4025,0,4879.325305,57166.28425,0,4436.823339,0,187189.6511,142231.4203,148570.2554,18268.09228
"2013/6/21",0,34336.79305,0,24705.85712,0,12019.22932,35761.71832,0,4098.20637,0,0,0,38075.75545,34089.60685,15072.74353,34678.20168,132560.6393,0,4879.388419,57167.67507,0,4437.205719,0,187195.9196,142230.6474,148573.3818,18268.36195
"2013/6/24",0,34342.23587,0,24706.8276,0,12020.1111,35763.56193,0,4098.540308,0,0,0,38080.84454,34091.49404,15072.53961,34679.23807,132560.8761,0,4879.451532,57169.06589,0,4437.588099,0,187202.188,142229.8745,148576.5082,18268.63163
"2013/6/25",0,34347.6787,0,24707.79808,0,12020.99288,35765.40555,0,4098.874247,0,0,0,38085.93363,34093.38123,15072.33568,34680.27445,132561.1129,0,4879.514646,57170.45671,0,4437.970479,0,187208.4564,142229.1016,148579.6345,18268.9013
"2013/6/26",0,34353.12152,0,24708.76856,0,12021.87466,35767.24916,0,4099.208185,0,0,0,38091.02272,34095.26842,15072.13176,34681.31084,132561.3497,0,4879.577759,57171.84753,0,4438.35286,0,187214.7248,142228.3287,148582.7609,18269.17098
"2013/6/27",0,34358.56435,0,24709.73904,0,12022.75644,35769.09277,0,4099.542123,0,0,0,38096.11182,34097.15562,15071.92784,34682.34723,132561.5864,0,4879.640873,57173.23836,0,4438.73524,0,187220.9932,142227.5558,148585.8873,18269.44065
"2013/6/28",0,34369.45,0,24711.68,0,12024.52,35772.78,0,4100.21,0,0,0,38106.29,34100.93,15071.52,34684.42,132562.06,0,4879.7671,57176.02,0,4439.5,0,187233.53,142226.01,148592.14,18269.98
"2013/7/2",0,34048.68326,0,24740.34745,0,12070.39153,36281.60918,0,4245.343478,0,0,0,38780.94088,33226.51862,15474.60637,35817.22655,135889.0277,0,4957.199813,57631.28726,0,4516.223338,0,187406.7894,145627.2729,149824.723,18528.32102
"2013/7/3",0,34048.134,0,24740.39654,0,12070.47008,36282.48046,0,4245.591994,0,0,0,38782.09611,33225.02134,15475.29658,35819.16629,135894.7245,0,4957.332404,57632.06683,0,4516.354714,0,187407.086,145633.097,149826.8336,18528.76338
"2013/7/4",0,34047.58474,0,24740.44563,0,12070.54862,36283.35175,0,4245.84051,0,0,0,38783.25133,33223.52406,15475.9868,35821.10603,135900.4214,0,4957.464994,57632.8464,0,4516.48609,0,187407.3827,145638.9211,149828.9442,18529.20575
"2013/7/5",0,34047.03549,0,24740.49471,0,12070.62717,36284.22303,0,4246.089026,0,0,0,38784.40655,33222.02679,15476.67702,35823.04577,135906.1183,0,4957.597584,57633.62597,0,4516.617465,0,187407.6794,145644.7452,149831.0548,18529.64811
"2013/7/8",0,34046.48623,0,24740.5438,0,12070.70572,36285.09431,0,4246.337543,0,0,0,38785.56178,33220.52951,15477.36723,35824.9855,135911.8151,0,4957.730174,57634.40553,0,4516.748841,0,187407.9761,145650.5693,149833.1653,18530.09048
"2013/7/9",0,34045.93697,0,24740.59289,0,12070.78427,36285.9656,0,4246.586059,0,0,0,38786.717,33219.03223,15478.05745,35826.92524,135917.512,0,4957.862765,57635.1851,0,4516.880216,0,187408.2727,145656.3933,149835.2759,18530.53284
"2013/7/10",0,34045.38771,0,24740.64198,0,12070.86281,36286.83688,0,4246.834575,0,0,0,38787.87223,33217.53495,15478.74767,35828.86498,135923.2088,0,4957.995355,57635.96467,0,4517.011592,0,187408.5694,145662.2174,149837.3865,18530.97521
"2013/7/11",0,34044.83845,0,24740.69107,0,12070.94136,36287.70816,0,4247.083091,0,0,0,38789.02745,33216.03767,15479.43788,35830.80471,135928.9057,0,4958.127945,57636.74423,0,4517.142968,0,187408.8661,145668.0415,149839.4971,18531.41757
"2013/7/12",0,34044.2892,0,24740.74015,0,12071.01991,36288.57944,0,4247.331607,0,0,0,38790.18267,33214.54039,15480.1281,35832.74445,135934.6026,0,4958.260536,57637.5238,0,4517.274343,0,187409.1628,145673.8656,149841.6077,18531.85994
"2013/7/15",0,34043.73994,0,24740.78924,0,12071.09845,36289.45073,0,4247.580124,0,0,0,38791.3379,33213.04311,15480.81832,35834.68419,135940.2994,0,4958.393126,57638.30337,0,4517.405719,0,187409.4594,145679.6897,149843.7183,18532.3023
"2013/7/16",0,34043.19068,0,24740.83833,0,12071.177,36290.32201,0,4247.82864,0,0,0,38792.49312,33211.54583,15481.50853,35836.62393,135945.9963,0,4958.525716,57639.08294,0,4517.537094,0,187409.7561,145685.5137,149845.8289,18532.74467
"2013/7/17",0,34042.64142,0,24740.88742,0,12071.25555,36291.19329,0,4248.077156,0,0,0,38793.64835,33210.04855,15482.19875,35838.56366,135951.6932,0,4958.658306,57639.8625,0,4517.66847,0,187410.0528,145691.3378,149847.9395,18533.18703
"2013/7/18",0,34042.09216,0,24740.93651,0,12071.3341,36292.06457,0,4248.325672,0,0,0,38794.80357,33208.55127,15482.88896,35840.5034,135957.39,0,4958.790897,57640.64207,0,4517.799845,0,187410.3495,145697.1619,149850.05,18533.6294
"2013/7/19",0,34041.54291,0,24740.9856,0,12071.41264,36292.93586,0,4248.574189,0,0,0,38795.95879,33207.05399,15483.57918,35842.44314,135963.0869,0,4958.923487,57641.42164,0,4517.931221,0,187410.6462,145702.986,149852.1606,18534.07176
"2013/7/22",0,34040.99365,0,24741.03468,0,12071.49119,36293.80714,0,4248.822705,0,0,0,38797.11402,33205.55671,15484.2694,35844.38287,135968.7837,0,4959.056077,57642.20121,0,4518.062597,0,187410.9428,145708.8101,149854.2712,18534.51413
"2013/7/23",0,34040.44439,0,24741.08377,0,12071.56974,36294.67842,0,4249.071221,0,0,0,38798.26924,33204.05943,15484.95961,35846.32261,135974.4806,0,4959.188667,57642.98077,0,4518.193972,0,187411.2395,145714.6341,149856.3818,18534.95649
"2013/7/24",0,34039.89513,0,24741.13286,0,12071.64828,36295.54971,0,4249.319737,0,0,0,38799.42447,33202.56215,15485.64983,35848.26235,135980.1775,0,4959.321258,57643.76034,0,4518.325348,0,187411.5362,145720.4582,149858.4924,18535.39886
"2013/7/25",0,34039.34587,0,24741.18195,0,12071.72683,36296.42099,0,4249.568253,0,0,0,38800.57969,33201.06487,15486.34005,35850.20209,135985.8743,0,4959.453848,57644.53991,0,4518.456723,0,187411.8329,145726.2823,149860.603,18535.84122
"2013/7/26",0,34038.79662,0,24741.23104,0,12071.80538,36297.29227,0,4249.81677,0,0,0,38801.73491,33199.56759,15487.03026,35852.14182,135991.5712,0,4959.586438,57645.31947,0,4518.588099,0,187412.1295,145732.1064,149862.7136,18536.28359
"2013/7/29",0,34038.24736,0,24741.28012,0,12071.88393,36298.16355,0,4250.065286,0,0,0,38802.89014,33198.07031,15487.72048,35854.08156,135997.2681,0,4959.719028,57646.09904,0,4518.719474,0,187412.4262,145737.9305,149864.8242,18536.72595
"2013/7/30",0,34037.6981,0,24741.32921,0,12071.96247,36299.03484,0,4250.313802,0,0,0,38804.04536,33196.57303,15488.4107,35856.0213,136002.9649,0,4959.851619,57646.87861,0,4518.85085,0,187412.7229,145743.7545,149866.9347,18537.16832
"2013/7/31",0,34037.14884,0,24741.3783,0,12072.04102,36299.90612,0,4250.562318,0,0,0,38805.20059,33195.07575,15489.10091,35857.96104,136008.6618,0,4959.984209,57647.65818,0,4518.982226,0,187413.0196,145749.5786,149869.0453,18537.61068
"2013/8/1",0,34036.59958,0,24741.42739,0,12072.11957,36300.7774,0,4250.810835,0,0,0,38806.35581,33193.57847,15489.79113,35859.90077,136014.3586,0,4960.116799,57648.43774,0,4519.113601,0,187413.3162,145755.4027,149871.1559,18538.05304
"2013/8/2",0,34036.05032,0,24741.47648,0,12072.19811,36301.64869,0,4251.059351,0,0,0,38807.51104,33192.08119,15490.48134,35861.84051,136020.0555,0,4960.249389,57649.21731,0,4519.244977,0,187413.6129,145761.2268,149873.2665,18538.49541
"2013/8/5",0,34035.50107,0,24741.52556,0,12072.27666,36302.51997,0,4251.307867,0,0,0,38808.66626,33190.58391,15491.17156,35863.78025,136025.7524,0,4960.38198,57649.99688,0,4519.376352,0,187413.9096,145767.0509,149875.3771,18538.93777
"2013/8/6",0,34034.95181,0,24741.57465,0,12072.35521,36303.39125,0,4251.556383,0,0,0,38809.82148,33189.08663,15491.86178,35865.71998,136031.4492,0,4960.51457,57650.77645,0,4519.507728,0,187414.2063,145772.8749,149877.4877,18539.38014
"2013/8/7",0,34034.40255,0,24741.62374,0,12072.43376,36304.26253,0,4251.8049,0,0,0,38810.97671,33187.58935,15492.55199,35867.65972,136037.1461,0,4960.64716,57651.55601,0,4519.639104,0,187414.503,145778.699,149879.5983,18539.8225
"2013/8/8",0,34033.85329,0,24741.67283,0,12072.5123,36305.13382,0,4252.053416,0,0,0,38812.13193,33186.09207,15493.24221,35869.59946,136042.843,0,4960.779751,57652.33558,0,4519.770479,0,187414.7996,145784.5231,149881.7089,18540.26487
"2013/8/9",0,34033.30403,0,24741.72192,0,12072.59085,36306.0051,0,4252.301932,0,0,0,38813.28716,33184.59479,15493.93243,35871.5392,136048.5398,0,4960.912341,57653.11515,0,4519.901855,0,187415.0963,145790.3472,149883.8194,18540.70723
"2013/8/12",0,34032.75478,0,24741.771,0,12072.6694,36306.87638,0,4252.550448,0,0,0,38814.44238,33183.09751,15494.62264,35873.47893,136054.2367,0,4961.044931,57653.89471,0,4520.03323,0,187415.393,145796.1713,149885.93,18541.1496
"2013/8/13",0,34032.20552,0,24741.82009,0,12072.74794,36307.74767,0,4252.798964,0,0,0,38815.5976,33181.60023,15495.31286,35875.41867,136059.9335,0,4961.177521,57654.67428,0,4520.164606,0,187415.6897,145801.9953,149888.0406,18541.59196
"2013/8/14",0,34031.65626,0,24741.86918,0,12072.82649,36308.61895,0,4253.047481,0,0,0,38816.75283,33180.10295,15496.00308,35877.35841,136065.6304,0,4961.310112,57655.45385,0,4520.295981,0,187415.9863,145807.8194,149890.1512,18542.03433
"2013/8/15",0,34031.107,0,24741.91827,0,12072.90504,36309.49023,0,4253.295997,0,0,0,38817.90805,33178.60567,15496.69329,35879.29815,136071.3273,0,4961.442702,57656.23342,0,4520.427357,0,187416.283,145813.6435,149892.2618,18542.47669
"2013/8/16",0,34030.55774,0,24741.96736,0,12072.98359,36310.36151,0,4253.544513,0,0,0,38819.06328,33177.10839,15497.38351,35881.23788,136077.0241,0,4961.575292,57657.01298,0,4520.558733,0,187416.5797,145819.4676,149894.3724,18542.91906
"2013/8/19",0,34030.00849,0,24742.01645,0,12073.06213,36311.2328,0,4253.793029,0,0,0,38820.2185,33175.61111,15498.07372,35883.17762,136082.721,0,4961.707882,57657.79255,0,4520.690108,0,187416.8764,145825.2917,149896.483,18543.36142
"2013/8/20",0,34029.45923,0,24742.06553,0,12073.14068,36312.10408,0,4254.041546,0,0,0,38821.37372,33174.11383,15498.76394,35885.11736,136088.4179,0,4961.840473,57658.57212,0,4520.821484,0,187417.173,145831.1157,149898.5936,18543.80379
"2013/8/21",0,34028.90997,0,24742.11462,0,12073.21923,36312.97536,0,4254.290062,0,0,0,38822.52895,33172.61655,15499.45416,35887.05709,136094.1147,0,4961.973063,57659.35168,0,4520.952859,0,187417.4697,145836.9398,149900.7041,18544.24615
"2013/8/22",0,34028.36071,0,24742.16371,0,12073.29777,36313.84665,0,4254.538578,0,0,0,38823.68417,33171.11927,15500.14437,35888.99683,136099.8116,0,4962.105653,57660.13125,0,4521.084235,0,187417.7664,145842.7639,149902.8147,18544.68852
"2013/8/23",0,34027.81145,0,24742.2128,0,12073.37632,36314.71793,0,4254.787094,0,0,0,38824.8394,33169.62199,15500.83459,35890.93657,136105.5084,0,4962.238243,57660.91082,0,4521.215611,0,187418.0631,145848.588,149904.9253,18545.13088
"2013/8/26",0,34027.26219,0,24742.26189,0,12073.45487,36315.58921,0,4255.035611,0,0,0,38825.99462,33168.12471,15501.52481,35892.87631,136111.2053,0,4962.370834,57661.69039,0,4521.346986,0,187418.3598,145854.4121,149907.0359,18545.57325
"2013/8/27",0,34026.71294,0,24742.31097,0,12073.53342,36316.46049,0,4255.284127,0,0,0,38827.14985,33166.62743,15502.21502,35894.81604,136116.9022,0,4962.503424,57662.46995,0,4521.478362,0,187418.6564,145860.2362,149909.1465,18546.01561
"2013/8/28",0,34026.16368,0,24742.36006,0,12073.61196,36317.33178,0,4255.532643,0,0,0,38828.30507,33165.13015,15502.90524,35896.75578,136122.599,0,4962.636014,57663.24952,0,4521.609737,0,187418.9531,145866.0602,149911.2571,18546.45798
"2013/8/29",0,34025.61442,0,24742.40915,0,12073.69051,36318.20306,0,4255.781159,0,0,0,38829.46029,33163.63287,15503.59546,35898.69552,136128.2959,0,4962.768604,57664.02909,0,4521.741113,0,187419.2498,145871.8843,149913.3677,18546.90034
"2013/8/30",0,34025.06516,0,24742.45824,0,12073.76906,36319.07434,0,4256.029675,0,0,0,38830.61552,33162.1356,15504.28567,35900.63526,136133.9928,0,4962.901195,57664.80866,0,4521.872488,0,187419.5465,145877.7084,149915.4783,18547.3427
"2013/9/2",0,34024.5159,0,24742.50733,0,12073.8476,36319.94563,0,4256.278192,0,0,0,38831.77074,33160.63832,15504.97589,35902.57499,136139.6896,0,4963.033785,57665.58822,0,4522.003864,0,187419.8431,145883.5325,149917.5888,18547.78507
"2013/9/3",0,34023.96665,0,24742.55641,0,12073.92615,36320.81691,0,4256.526708,0,0,0,38832.92597,33159.14104,15505.66611,35904.51473,136145.3865,0,4963.166375,57666.36779,0,4522.13524,0,187420.1398,145889.3566,149919.6994,18548.22743
"2013/9/4",0,34023.41739,0,24742.6055,0,12074.0047,36321.68819,0,4256.775224,0,0,0,38834.08119,33157.64376,15506.35632,35906.45447,136151.0833,0,4963.298966,57667.14736,0,4522.266615,0,187420.4365,145895.1806,149921.81,18548.6698
"2013/9/5",0,34022.86813,0,24742.65459,0,12074.08325,36322.55947,0,4257.02374,0,0,0,38835.23641,33156.14648,15507.04654,35908.3942,136156.7802,0,4963.431556,57667.92692,0,4522.397991,0,187420.7332,145901.0047,149923.9206,18549.11216
"2013/9/6",0,34022.31887,0,24742.70368,0,12074.16179,36323.43076,0,4257.272257,0,0,0,38836.39164,33154.6492,15507.73675,35910.33394,136162.4771,0,4963.564146,57668.70649,0,4522.529366,0,187421.0298,145906.8288,149926.0312,18549.55453
"2013/9/9",0,34021.76961,0,24742.75277,0,12074.24034,36324.30204,0,4257.520773,0,0,0,38837.54686,33153.15192,15508.42697,35912.27368,136168.1739,0,4963.696736,57669.48606,0,4522.660742,0,187421.3265,145912.6529,149928.1418,18549.99689
"2013/9/10",0,34021.22036,0,24742.80185,0,12074.31889,36325.17332,0,4257.769289,0,0,0,38838.70209,33151.65464,15509.11719,35914.21342,136173.8708,0,4963.829327,57670.26563,0,4522.792117,0,187421.6232,145918.477,149930.2524,18550.43926
"2013/9/11",0,34020.6711,0,24742.85094,0,12074.39743,36326.04461,0,4258.017805,0,0,0,38839.85731,33150.15736,15509.8074,35916.15315,136179.5677,0,4963.961917,57671.04519,0,4522.923493,0,187421.9199,145924.301,149932.363,18550.88162
"2013/9/12",0,34020.12184,0,24742.90003,0,12074.47598,36326.91589,0,4258.266321,0,0,0,38841.01253,33148.66008,15510.49762,35918.09289,136185.2645,0,4964.094507,57671.82476,0,4523.054869,0,187422.2166,145930.1251,149934.4735,18551.32399
"2013/9/13",0,34019.57258,0,24742.94912,0,12074.55453,36327.78717,0,4258.514838,0,0,0,38842.16776,33147.1628,15511.18784,35920.03263,136190.9614,0,4964.227097,57672.60433,0,4523.186244,0,187422.5132,145935.9492,149936.5841,18551.76635
"2013/9/16",0,34019.02332,0,24742.99821,0,12074.63308,36328.65845,0,4258.763354,0,0,0,38843.32298,33145.66552,15511.87805,35921.97236,136196.6582,0,4964.359688,57673.38389,0,4523.31762,0,187422.8099,145941.7733,149938.6947,18552.20872
"2013/9/17",0,34018.47406,0,24743.0473,0,12074.71162,36329.52974,0,4259.01187,0,0,0,38844.47821,33144.16824,15512.56827,35923.9121,136202.3551,0,4964.492278,57674.16346,0,4523.448995,0,187423.1066,145947.5974,149940.8053,18552.65108
"2013/9/18",0,34017.92481,0,24743.09638,0,12074.79017,36330.40102,0,4259.260386,0,0,0,38845.63343,33142.67096,15513.25849,35925.85184,136208.052,0,4964.624868,57674.94303,0,4523.580371,0,187423.4033,145953.4214,149942.9159,18553.09345
"2013/9/23",0,34017.37555,0,24743.14547,0,12074.86872,36331.2723,0,4259.508903,0,0,0,38846.78866,33141.17368,15513.9487,35927.79158,136213.7488,0,4964.757458,57675.7226,0,4523.711747,0,187423.6999,145959.2455,149945.0265,18553.53581
"2013/9/24",0,34016.82629,0,24743.19456,0,12074.94726,36332.14359,0,4259.757419,0,0,0,38847.94388,33139.6764,15514.63892,35929.73131,136219.4457,0,4964.890049,57676.50216,0,4523.843122,0,187423.9966,145965.0696,149947.1371,18553.97818
"2013/9/25",0,34016.27703,0,24743.24365,0,12075.02581,36333.01487,0,4260.005935,0,0,0,38849.0991,33138.17912,15515.32913,35931.67105,136225.1426,0,4965.022639,57677.28173,0,4523.974498,0,187424.2933,145970.8937,149949.2477,18554.42054
"2013/9/26",0,34015.72777,0,24743.29274,0,12075.10436,36333.88615,0,4260.254451,0,0,0,38850.25433,33136.68184,15516.01935,35933.61079,136230.8394,0,4965.155229,57678.0613,0,4524.105873,0,187424.59,145976.7178,149951.3582,18554.86291
"2013/9/27",0,34015.17852,0,24743.34182,0,12075.18291,36334.75743,0,4260.502968,0,0,0,38851.40955,33135.18456,15516.70957,35935.55053,136236.5363,0,4965.287819,57678.84087,0,4524.237249,0,187424.8866,145982.5418,149953.4688,18555.30527
